Statement,Label
Japan PM says it's not so easy to change Trump's mind on TPP,TRUE
 Trump Taking Another Major Step Toward U.S. No Longer Being A Superpower,FALSE
"Iranian foreign minister urges regional cooperation after returning from Oman, Qatar",TRUE
Police fire tear gas at Congo opposition leader's supporters,TRUE
Britain has identified a suspect in London train bomb: Sky News,TRUE
"Trump releases some JFK files, blocks others under pressure",TRUE
Thousands evacuated in Ukraine as ammunition depot explodes,TRUE
Democrats push for full analysis of latest Republican healthcare bill,TRUE
" REPORT: Bannon Routinely Using Anti-Semitic Slur Towards Jared Kushner, WH Turning Toxic Quickly",FALSE
Zimbabwe's Mugabe to meet military commanders for talks on Sunday: state TV,TRUE
 Donald Trump Just Attacked A Crying Baby At His Virginia Rally (VIDEO),FALSE
 Skywriter Leaves HILARIOUSLY Honest Messages About Trump Above Rose Parade (IMAGES),FALSE
 Top First Amendment Lawyer Makes MIND-BLOWING Suggestion To Media: Sue Trump (TWEET),FALSE
 Trumpsters Launch Insane Conspiracy Theory About The Boot On John McCain’s Foot,FALSE
White House urges ban on non-compete agreements for many workers,TRUE
"In search of rebound, Trump ramps up attacks on Clinton",TRUE
" Senate Has Had Enough Of Trump’s Obstruction, Handcuffs His Ability To Appoint An AG To Fire Mueller",FALSE
 Ex-White House Press Secretary Just Dropped An AWESOME Obama Truthbomb That Will Make Trump PISSED,FALSE
"Brazil's new top prosecutor is sworn in, says will maintain graft fight",TRUE
 Images Of Trump Golfing In Florida Leak Despite Him Ordering Press Pool To Stay Inside,FALSE
"Partisan feud undercuts Trump-Russia probe, U.S. Democrats charge",TRUE
Highlights: The Trump presidency on April 13 at 9:30 P.M. EDT/0130 GMT on Friday,TRUE
The Battle against Islamic State,TRUE
White House says it is committed to raising debt ceiling,TRUE
Trump seeks help of insurers to smooth Obamacare transition,TRUE
WIKILEAKS ASSANGE NAILS Hillary’s Psychosis In Australian Interview In One Brilliant Tweet [Video],FALSE
U.S. lawmakers fight White House transportation budget cut plan,TRUE
 American Racism Reaches New Heights Of Hypocrisy,FALSE
Turkey orders detention of 100 former police officers in post-coup probe: Anadolu,TRUE
Venezuela Supreme Court has staged effective coup: jurists' group,TRUE
French ministers tell anti-graft agency: no law revamp for now,TRUE
"Democrats dig in, delay against Dodd-Frank overhaul",TRUE
France's Macron tells Trump Paris accords not renegotiable - source,TRUE
Russia's Putin says situation in Syria developing positively,TRUE
 WATCH: Mitch McConnell Gets His A** Handed To Him For Whining On The Senate Floor Because Democrats Don’t Support Trumpcare,FALSE
Judges find two North Carolina congressional districts racially gerrymandered,TRUE
Top Senate Democrat Reid backs new gun control proposal,TRUE
Brexit progress needed by early December to unlock talks: EU's Tusk,TRUE
 ‘WHO’S SPYING ON US?’: Bundy Militia FLIPS Over ‘Hidden’ Cameras In Plain View (VIDEO),FALSE
"Clinton, Trump draw battle lines for ill-tempered campaign fight",TRUE
Trump shows his presidential bid is no mere publicity stunt,TRUE
 Watch Reporter’s Face As He Recounts Trump Going Full-Narcissist During Oval Office Interview (VIDEO),FALSE
Pope arrives in Colombia to help heal wounds of 50-year war,TRUE
"Only 'miracles' can move Brexit talks forward by October, EU tells Britain",TRUE
 FDA Department Gets Order From White House Saying All Office TVs Must Be Programmed To Fox News Only,FALSE
Kremlin: renewed dialogue needed between Washington and Moscow,TRUE
Senate intelligence to 'vigorously pursue' Flynn testimony,TRUE
Putin says Russia will respond if Russian media under pressure in U.S.,TRUE
Moscow to cut dependence on U.S. payment systems: RIA,TRUE
 Watch Elizabeth Warren Clobber Trump And Scott Brown: ‘Celebrity Apprentice Meets Biggest Loser’,FALSE
No prosecution for Trump campaign manager Florida battery charge,TRUE
 SCARY: Trump Just Declared War On Multiple Religions,FALSE
"Russia tells North Korea, U.S. 'hot heads' to calm down",TRUE
Trump to meet with business leaders on infrastructure,TRUE
 Penthouse Might Have Video Of Trump With Peeing Russian Ladies After Offering $1 Million Bounty,FALSE
U.S. House speaker urges Senate to pass 'something' on healthcare,TRUE
Trump's stop in Vietnam a poignant one for U.S. veterans,TRUE
Christians worldwide prepare for holidays with an eye on security,TRUE
Turkish academics to be tried in April over Kurdish letter,TRUE
 Watch How Trump Just Screwed Every Republican By Saying He’d Punish Women For Abortions (VIDEO),FALSE
U.S. navy recovers remains of all sailors missing after USS McCain collision,TRUE
Federal judge partially lifts Trump's latest refugee restrictions,TRUE
"Under fire, Eric Trump suspends charitable foundation: Washington Post",TRUE
Croatian police detain eight former executives at Agrokor,TRUE
Democrats grill U.S. high court nominee over Trump concerns,TRUE
Cambodia's opposition puts out banners calling for leader's release,TRUE
WHY PAUL MANAFORT Indictment Is Bad News For Dirty Cop Robert Mueller,FALSE
"Secret Service probing agent, photographer fight at Trump rally ",TRUE
 Watch Ted Cruz’s Disturbing Reaction When Carly Fiorina Takes A Header Off Of A Stage (VIDEO),FALSE
Erdogan urges U.S. to review 'political' charges against Turkish ex-minister,TRUE
North Korea-U.S. tensions are not Mexico's business: diplomat,TRUE
GOP EVIDENCE: Comey FBI Busted Giving Clinton ‘Special Status’…Those Responsible STILL At FBI! [Video],FALSE
Qatar emir says open to dialogue to resolve Gulf crisis,TRUE
 Trump Campaign Manager Won’t Be Prosecuted For Assaulting A Woman,FALSE
More Democrats oppose Trump's U.S. Supreme Court pick,TRUE
France frets over internal threat two years after Paris attacks,TRUE
"Brexit talks warmer after May's speech, but no closure",TRUE
Judge blocks Indiana governor's order barring Syrian refugees,TRUE
U.S. judge in California blocks Trump's order on sanctuary cities,TRUE
Moscow eyes meeting with U.S. Tillerson in Germany in February: RIA cites source,TRUE
Flynn prepared to testify Trump directed him to contact Russians: ABC,TRUE
Pro-business parties try to hem German Greens in with red lines,TRUE
 KKK Just Threatened An 84-Year-Old Woman Who Fled Hitler After She Criticized Trump,FALSE
 Networks Confirm They Will Not Be Fact-Checking Donald Trump In Any Way,FALSE
Clinton calls for lower price on allergy drug EpiPen,TRUE
Virginia governor says confident campaign donor was legitimate,TRUE
"U.S. 9/11 law exasperates Saudis, government silent",TRUE
Philippines president says China agrees to work on South China Sea code,TRUE
Opposition wants Russian pressure for Syria deal within six months,TRUE
Four other suspects in killing of North Korean Kim Jong Nam named in court,TRUE
Iran non-interference in Lebanon is key for regional stability: France,TRUE
The Trump presidency on Feb. 7 at 9:47 EST,TRUE
 Game Of Thrones Creator Has Been Watching Trump And Clinton Ads; There’s One VERY Stark Difference (VIDEO),FALSE
 Trump’s Ban Just Sentenced Two Christian Syrian Refugee Families To Persecution And Possible Death,FALSE
Turkey releases French journalist detained on Iraqi border,TRUE
 Trump’s DC Hotel Raised Price And Made Millions In Months Off His Presidency,FALSE
 Trump’s HHS Sec. Latest To Be Caught Spending HUNDREDS OF THOUSANDS Of Tax Dollars On Luxuries,FALSE
Make Hillary Likable Again: Democrats seek to recast Clinton,TRUE
Ex-Illinois Governor Blagojevich loses bid to cut prison term,TRUE
Donald Trump says he would tax Chinese goods to stop currency devaluation,TRUE
White House proposes reviving Yucca Mountain nuclear waste site,TRUE
"U.S. military must accept transgender recruits by Jan. 1, judge rules",TRUE
 Trump Has Been Wanting To Nuke North Korea For At Least 18 Years (VIDEO),FALSE
Two Florida nuclear plants likely to shut if Irma stays on path,TRUE
 It’s Official: #Brexit Has Made The U.K. As Racist As Donald Trump Has Made Us (TWEETS),FALSE
Senator Rand Paul says would consider partial repeal of Obamacare,TRUE
U.S. Senate conservatives propose tough restrictions on 'Dreamers',TRUE
"Thousands evacuated in Vietnam as floods, landslides kill 46",TRUE
"Factbox: Trump meets with AT&T CEO, others",TRUE
 Republicans PROVE They Are Against The Working Class By Blocking Job-Creating Provision In Major Bill,FALSE
White House says Tillerson to remain as secretary of state,TRUE
U.S. says it will work with travel industry to implement travel ban,TRUE
Catalan protesters clash with police over 'plunder' of religious artefacts,TRUE
 Grab Your Popcorn: Ryan Bundy Pretty Much Just Volunteered For Prison,FALSE
"After Somalia's deadliest bombing, a brother's desperate search",TRUE
China's Xi urges France to help restart talks on North Korea,TRUE
Texas congressman will not seek re-election in wake of nude photo,TRUE
"U.S. consumers will want Trump, Congress to take on drug prices",TRUE
"For Republican Rubio, a moment of truth in race to lead U.S.",TRUE
" Here’s The Democratic Plan To Destroy Trump, And It’s Starting Soon (VIDEO)",FALSE
Pope begins Myanmar trip in shadow of Rohingya crisis,TRUE
"Apple, FBI to clash again in Congress over encryption",TRUE
"UK seeks arrest of Manchester bomber's brother, asks Libya to extradite him",TRUE
Republicans propose giving U.S. states option to keep Obamacare,TRUE
Facebook's Zuckerberg to meet conservatives on political bias flap,TRUE
At least three dead as Lidia slams Mexico's Los Cabos tourist hub,TRUE
Zimbabwe's ruling party expels former vice president Mnangagwa,TRUE
Ohio governor lacks power to suspend open carry law: spokeswoman,TRUE
Indonesia detains owner after deadly fireworks factory blaze,TRUE
WATCH: THE VIEW’s LIBERAL HAGS Attack Meghan McCain For Defending Flag On Her First Day As New Co-Host,FALSE
Congress should weigh U.S. regulation of gun 'bump stocks': Republican Senator,TRUE
Trump pardons turkey in annual Thanksgiving tradition,TRUE
"Head of Senate panel says near deal on Russia, Iran sanctions vote",TRUE
 Trump Begins Day Of Diplomacy By Escalating Hot War With The Press (TWEETS),FALSE
 Mississippi Landlord Just EVICTED An Interracial Couple Because His Church Told Him To (VIDEO),FALSE
Trump administration re-evaluating self-driving car guidance,TRUE
"Pence: Obamacare replacement to come together in weeks, months ahead",TRUE
 GQ Magazine: Obama Is One Of The Greatest Presidents Of Our Time,FALSE
"Hurricane Maria now Category 4, Puerto Rico landfall within hours: NHC",TRUE
Islamic State calls slain Muslim American soldier an 'apostate',TRUE
"North Korea deepening economic, diplomatic isolation: Mattis",TRUE
 Trump Stages Photo Of Himself ‘Writing’ His Own Inaugural Address And Gets Hilariously Burned By The Internet,FALSE
Belgian army pilot found dead after midair helicopter mystery,TRUE
"Violence again convulses 2016 election campaign, testing Trump, Clinton",TRUE
Trump administration does not want limits on war authorization,TRUE
Brexit campaigner Farage says UK set for 'next stage of humiliation',TRUE
"Fishing boat capsizes in South Korea, eight killed",TRUE
 BREAKING: Stunning Development In Trump Fraud Case Shows How Terrifyingly Deep His Corruption Will Go,FALSE
"Factbox: Contenders, picks for key jobs in Trump's administration",TRUE
 Mitch McConnell Takes Aim At Trump For Praising Nazis,FALSE
" Sorry, Republicans, Workers Just Got A Major Win In This State",FALSE
 Former George W. Bush Attorney Jumps Ship From The Sinking Republican Party,FALSE
 Trump Says ‘Illegals’ Are Here To Chop Up Teen Girls With Knives Because Shooting Them Isn’t Painful Enough,FALSE
" Reince Priebus Mansplained Hillary’s Behavior During Forum, And It’s REPULSIVE (TWEET)",FALSE
 ‘Responsible Gun Owner’ Who Shot His Girlfriend Beaten Unconscious By Partygoers (VIDEO),FALSE
U.S. appeals court upholds 'quickie' union election rules,TRUE
Six bodies hung from bridges near Mexico's Los Cabos tourist resort,TRUE
"Britain still committed to UNESCO, PM May's spokesman says",TRUE
New York Times to boost spending on Trump coverage amid budget cuts,TRUE
Ex-U.S. attorney from California top candidate to head SEC: CNBC,TRUE
"Germany keen to avoid new 'ice age' in ties between Russia, West",TRUE
 Melania Trump Hit With SERIOUS Side-Eye After Telling Black Kids To Respect Each Other,FALSE
NATO chief says Europe has interest in helping Afghanistan,TRUE
U.S. Senate confirms Tillerson as secretary of state,TRUE
Factbox - German coalition watch: We want experiment to succeed - CDU,TRUE
Tillerson's job as chief U.S. diplomat got harder before it began,TRUE
Merkel: State defeat hasn't weakened us before coalition talks,TRUE
Pennsylvania governor signs law expanding wine sales to private stores,TRUE
" Mark Zuckerberg Supports Vaccinations, And Anti-Vaxxers Are Super Pissed About It (IMAGE)",FALSE
"After insult, U.S. and Clinton call for Duterte to show respect",TRUE
"Japan, U.S. preparing summit meeting around May 25: government sources",TRUE
" WATCH: GA Cops Tase And Arrest The Wrong Black Man, Then Lie About It (VIDEO)",FALSE
 The World’s Buildings Turn Purple In Honor Of Prince (TWEETS),FALSE
 Republicans In This State Just Sent A Huge ‘F**K YOU!’ To Workers AND Democracy With One Terrible Move,FALSE
Clinton leads Trump 47-44 percent in Washington Post-ABC poll,TRUE
 Caught On Camera: Devastating Moment 2100 People Find Out Job Outsourced (VIDEO),FALSE
Russia to blame for 'hot war' in Ukraine: U.S. special envoy,TRUE
 REVEALED: Trump’s Senior Advisers Afraid To Leave Him Alone In Meetings With Foreign Leaders,FALSE
Trump calls storm over Russia hacking 'political witchhunt': NYT,TRUE
"Trump to give major North Korea speech, then press China to do more",TRUE
 Obama Reveals What He Carries In His Pocket Everyday – Conservatives Freak Out (VIDEO),FALSE
"As guns fall silent, Benghazi residents return to battered homes",TRUE
Kushner divests equity in major NYC property,TRUE
Supreme Court tosses Republican-drawn North Carolina voting districts,TRUE
 Obama Setting These Traps For Trump Before Inauguration,FALSE
Brazil declares top Venezuelan diplomat persona non-grata,TRUE
 Wells Fargo To Give Strikingly Fat Reward To Top Exec For Ripping Off Customers,FALSE
" Trump’s Healthcare Bill Would Force This Mom To Pay Her 3-Year-Old Son’s Entire $231,000 Medical Bill",FALSE
On the trail with Mike Pence: Putting out fires lit by Trump,TRUE
Two Kosovo men plea guilty of plotting to attack Israeli soccer team,TRUE
Trump says Puerto Rico has thrown budget 'out of whack',TRUE
Women in male-dominated career fields watch a unique U.S. presidential campaign,TRUE
UK parliament says government must publish secret Brexit impact studies,TRUE
Trump says was being 'sarcastic' in Russia hack comments,TRUE
Democratic senators raise concerns about Charter-Time Warner Cable tie-up,TRUE
 Republicans Had Total Control Of This State And Its About To Collapse,FALSE
"Trump preparing orders to review trade deals, procurement: officials",TRUE
"Trump to limit Cuba travel, restrict business deals with military: U.S. officials",TRUE
"Lebanese FM may not attend Arab League meeting, to decide Sunday: senior Lebanese official",TRUE
Spain to make it easier for firms to move base from Catalonia as business alarm deepens,TRUE
Turkey's Erdogan blames U.S. envoy for diplomatic crisis,TRUE
 Sarah Huckabee Sanders SHREDDED By L.A. Times For Truth-Twisting – This Is Brilliant,FALSE
Philippine Congress gives Duterte green light to extend martial law in south,TRUE
Trump has talked to top lawmakers about immigration reform: White House,TRUE
Trump presses China on North Korea ahead of Xi talks,TRUE
Trump to make announcement on any Comey tapes this week: White House,TRUE
"Weaker than ever, May faces test in UK parliament over Brexit plans",TRUE
SARA CARTER Drops Shocker On Why A Shake-Up Is Eminent At The FBI [Video],FALSE
Trump to back Palestinian 'self-determination' on Mideast trip: aide,TRUE
South Africa's opposition asks court to force disclosure of Zuma's legal costs,TRUE
Israel ambassador asks to meet New Zealand pop star Lorde over canceled show,TRUE
"Trump to meet Wilbur Ross, possible choice for commerce secretary",TRUE
 The White House Just MOCKED Trump’s ‘Drug Test’ Request; Says He’s The One On Drugs (VIDEO),FALSE
"Zimbabwe bourse loses $6 billion, index falls 40 percent after military takeover",TRUE
 Republican Insiders Predict The Party Will Implode At GOP Convention,FALSE
" Olivia Wilde Knows Just How Racist Trump Supporters Really Are, And She’s EXACTLY Right (TWEET)",FALSE
Japan's Abe agrees with Putin North Korea nuclear test threatens peace,TRUE
U.S. policy changes on Cuba will be tough to undo: official,TRUE
Russia denies Syrian opposition allegation over civilian deaths,TRUE
 Trump Just Got Owned HARD By McDonald’s Twitter Account And The Internet Is ‘Lovin’ It’ (SCREENSHOTS),FALSE
Trump signs order dismantling Obama-era climate policies,TRUE
 Bernie Sanders Compares Republicans To Children Having A Food Fight (VIDEO),FALSE
" Meryl Streep Impersonated Donald Trump, And It Was Absolutely PERFECT (VIDEO/TWEETS)",FALSE
Japan Airlines plane makes emergency landing in Tokyo,TRUE
" SLC Cops Murder Crying Suspect, Shoot Him In The Back AND Taser Him Without Even Pursuing",FALSE
Senate may vote on revised healthcare bill next week,TRUE
Pakistan ministry seeks ban on new party backed by prominent Islamist,TRUE
Trump lawyer Dowd says he drafted tweet on Flynn firing: Axios,TRUE
BHP disappointed by Trump withdrawal from Paris climate pact,TRUE
 Meet The REAL Billionaire Who Just Took Trump To The Woodshed (VIDEO),FALSE
Mistrust of Clinton on trade shadows her at Democratic convention,TRUE
Trump overshadows Republican debate even as he sits it out,TRUE
Trump victory not isolated phenomenon: Belgian far right,TRUE
Critic of Rwandan president to face criminal trial on Friday,TRUE
Russia's Putin registers re-election bid,TRUE
 Clinton Skyrockets To 14 Point Lead Over Donald Trump,FALSE
 Trevor Noah Tears Ben Carson Apart For Attacking President Obama (VIDEO),FALSE
 BREAKING: Under Trump’s Leadership FEMA Could Run Out Of Money By Tomorrow,FALSE
FBI director nominee Wray earned $9.2 million in law practice last year,TRUE
" Fox News Steals Greta Van Susteren’s Personal Website, So She Punks Them Hard For It",FALSE
Central African president pleads to U.N.: Don't forget us,TRUE
 Milo Might Have Gone Too Far This Time – Even For Breitbart (DETAILS),FALSE
Ex-pharma exec Azar is top choice to run U.S. health agency: sources,TRUE
Australian PM to force lawmakers to declare citizenship to end political crisis,TRUE
Factbox: Price resignation is latest Trump administration departure,TRUE
Immigration case could hurt Republican outreach to U.S. Hispanics,TRUE
Campaigning in style: How Jeb Bush blew through his war chest ,TRUE
Trump tax push raises questions about scope of his 'reform',TRUE
 Phyllis Schlafly: Michele Bachmann Unqualified To Lead Conservative Movement,FALSE
Barca closed soccer stadium to show support for Catalan voters: Bartomeu,TRUE
 Ballet Dancing Great Who Defected From Soviet Union Says Trump’s America Would Be Like Russia,FALSE
 WATCH: President Obama Dares Republicans To Support Gun Control To Prove They Care About Cop Safety,FALSE
 Kellyanne Conway Admits Comey Tapes Probably Exist But Says Trump Doesn’t Have Them (VIDEO),FALSE
"Factbox: Trump on Twitter (Sept 26) - NFL ratings, Nikki Haley, Spain",TRUE
Trump builds team of bosses to shake up Washington,TRUE
Factbox: Trump U.S. Supreme Court pick could affect pending cases,TRUE
 Hundreds Arrested At Democracy Spring Protest At U.S. Capitol,FALSE
Michigan governor asks Obama for federal aid in Flint water crisis,TRUE
Trump's Houston trip will serve as empathy test,TRUE
"Syria army, U.S.-backed forces converge on Islamic State in separate offensives",TRUE
South Korea's Moon tries K-Pop and TV stars in China charm offensive,TRUE
"EU defends Iran deal despite Trump, appeals to U.S. Congress",TRUE
" Children’s Minister, Church Pastor Charged In Tennessee Human Trafficking Case (VIDEO)",FALSE
 Republicans Just RUINED Trump’s Plan To Bully The Government Into Funding Border Wall (DETAILS),FALSE
"Ousted Catalan leader agrees to election, summoned to Madrid court",TRUE
 LOSER Donald Trump Will Be FURIOUS About Who America Just Picked As Most Admired Man And Woman,FALSE
Mexico president leads government response in quake zone,TRUE
Turkey PM confirms Iraqi government in control of main land border,TRUE
Fiat Chrysler ready to comply with new rules from Trump administration: CEO,TRUE
 Reporter’s Question About Russia P*ssed Trump Off So Much He Kicked Everyone Out Of His Office,FALSE
Ex-military officials urge U.S. judge to halt Trump's transgender ban,TRUE
 WATCH: Karma Strikes Disgusting Voyeur At Target When Woman Confronts And Chases Him,FALSE
 Congresswoman Brings The Bullet That Almost Killed Her During Historic Sit-In,FALSE
 BREAKING: Clinton Bests Sanders In Nevada Caucus In Dead Heat Race,FALSE
 White House Now Planting Fake Stories To Discredit Reporters Who Expose Trump’s Bullsh*t,FALSE
Vietnam calls on Cambodia to protect immigrants,TRUE
Clinton told FBI Colin Powell suggested she use private email: NYT,TRUE
"Philippines seeks big cut in drug rehab budget, stoking lawmakers' concern",TRUE
 Maine GOP State Senator Sick Of His Bullsh*t Demands Censure Of Governor Paul LePage,FALSE
"U.S. tech firms urge presidential candidates to embrace trade, high-tech visas",TRUE
China urges France to protect Chinese tourists after group of 40 robbed,TRUE
"The press, branded the 'enemy' by Trump, increasingly trusted by the public: Reuters/Ipsos poll",TRUE
Russian lawmaker Kerimov detained by French police in tax evasion case,TRUE
Senior Thai royal official dismissed in latest shake-up: palace,TRUE
" Arizona Governor Blocks 31,000 Low-Income Children From Access To Life Saving Healthcare",FALSE
McConnell says planned vote on Obamacare repeal can be amended,TRUE
"Trump, in Oval Office, signs first order on Obamacare",TRUE
UPDATE: BUSTED By The Secret Service…CNN’s April Ryan Called Out for Fake Report On Trump Aide’s Firing [Video],FALSE
Iran halts flights to Iraq's Kurdish region in retaliation for independence vote,TRUE
White House says vote on healthcare plan may not come for weeks,TRUE
New Zealand jet fuel rations increased as government calls in navy to beat shortage,TRUE
U.S. judge throws out Texas voter ID law supported by Trump,TRUE
 Trump SEETHING After Congressman Obliterates Him For ‘Nasty Woman’ Debate Insult (TWEETS),FALSE
Bodies of 16 migrants found in Libya's eastern desert: official,TRUE
" Lesbian Couple Beaten, Arrested For Holding Hands Wins $80,000 Settlement (VIDEO)",FALSE
"Capitalism is the only way, UK finance minister says in challenge to Labour",TRUE
Plans to hold delayed Kenya vote postponed in some counties,TRUE
"Tiger tips Clinton, bear backs Trump in Siberian zoo's mock vote",TRUE
U.S. attorney general calls for efficient review of immigration cases,TRUE
UK PM May appoints new Brexit representative in upper house,TRUE
White House says Obama's endorsement of Clinton was no surprise to Sanders,TRUE
Satellite signals not helpful to Argentine submarine search: navy official,TRUE
More worries in Congress over cuts at U.S. State Department,TRUE
" After Pepsi Botched Its Ad Campaign, Heineken Gets Theirs Exactly Right (VIDEO)",FALSE
"Blast hits Afghan capital near Shi'ite mosque, killing at least one",TRUE
Germany's Christmas markets open under tight security a year after attack,TRUE
"Senator Lindsey Graham wants billions in emergency funds for Egypt, Jordan, Lebanon",TRUE
 A Federal Judge Just Slapped Down One Of Mississippi’s Most Digustingly Bigoted Laws,FALSE
Hundreds of protesters march to Kenyan election board HQ,TRUE
 Richard Dreyfuss Just Showed ‘Little-Dick’ Donald Trump How To Win A Twitter Battle (TWEETS),FALSE
Republican Grassley to ask Trump Jr to testify to Senate panel: CNN,TRUE
Bill Clinton portrays Hillary as 'change-maker' in speech to Democrats,TRUE
House Speaker Ryan: Khan family sacrifice should be honored,TRUE
Snubbed Federal Reserve nominee a warning as Trump struggles to fill key posts,TRUE
 Bristol Palin Points Out She’s NOT A Graduate Of Harvard – Gets Roasting Of A Lifetime (IMAGES),FALSE
Two-thirds of Japan voters oppose PM Abe calling snap election: Kyodo survey,TRUE
White House says executive order does not apply to independent regulators,TRUE
 Watch: Is This Proof Trump Is Unfit for Service?,FALSE
Russian court tells Aeroflot it cannot tell stewardesses what size clothing to wear,TRUE
"Democratic lawmaker Cummings, Trump to meet over drug prices",TRUE
 WATCH: This Amazingly Aware Company Has Created A Brilliant Way To Document Trump’s Dangerous Tweets,FALSE
Trump says never asked Comey to stop investigating Flynn,TRUE
 President Obama Reveals What Clinton’s Private Email Server Did To National Security (VIDEO),FALSE
Tillerson says 'no disagreement' between Trump and Xi on North Korea,TRUE
"A dead dictator, his rusting boat and a fight for history",TRUE
U.S. court strikes down two Republican-drawn Texas congressional districts,TRUE
"Clinton, in book, says Trump's debate stalking made her skin crawl",TRUE
Russia calls emergency U.N. task force meeting on Syria strikes,TRUE
Commentary: Trump can't fight Islamic State without wading into Syria's war,TRUE
Putin warns against U.S. strike on North Korea,TRUE
German government believes Trump would ravage U.S. economy: Spiegel,TRUE
Trump rails against press in response to reports of chaos,TRUE
"Turkey urges U.S. to review visa suspension as lira, stocks tumble",TRUE
 Report: Hillary Clinton To Raise $1 Billion To Unseat GOP Reps. And Senators,FALSE
Kremlin: U.S. arms supplies to Ukraine would set back peace efforts,TRUE
U.S. House Freedom Caucus wants tax reform plan before budget deal,TRUE
Bangladesh police arrest pilot 'suspected of air attack plot',TRUE
U.S. judge orders Virginia to extend voter registration through Friday,TRUE
Iraqi forces seize air base from Islamic state near Hawija,TRUE
Syrian Kurds say Russia has promised they can attend Sochi talks,TRUE
 Bernie Sanders Rocked 3 Rallies In Florida Yesterday,FALSE
Deputy attorney general sees no need for Russia probe special prosecutor: CNN,TRUE
 WATCH The Hilarious ‘Goodbye’ Video Posted By One Of Oregon’s Militia Terrorists (VIDEO),FALSE
JOHN BOLTON GETS IT: ‘This is the First Attempted Coup D’etat in America’s History’…Who’s Behind It? [Video],FALSE
 Ted Cruz Absolutely Loses It During This MUST WATCH Press Conference (VIDEO),FALSE
 WATCH: Obama Directly Calls Trump Out For Caring More About Tweets Than The Nation,FALSE
Undercover Israeli agents in action,TRUE
BUSTED! Maxine Waters’ Ties to Black Nationalist Hate Group Further Exposed [Video],FALSE
U.S. panel probing Benghazi attack to report within month: chair,TRUE
Trump's hopes for Syria safe zones may force decision on Assad,TRUE
 White High-Schoolers Break The Internet With This Truly Racist Yearbook Photo (IMAGES),FALSE
Former U.S. Vice President Biden leaves open door to 2020 run,TRUE
 Arizona Democratic Party PERFECTLY Trolls Trump And His Surrogate Over ‘Tacos On Every Corner’,FALSE
 Elizabeth Warren Issues BLISTERING Takedown Of Trump’s Racist AG Pick,FALSE
"Spanish PM, in Catalonia, calls for big turnout at December election",TRUE
U.S. lawmakers propose making it easier to meet auto fuel rules,TRUE
Trump launches petition against NFL players' anthem protests,TRUE
"Saudi says U.S. announcement on Jerusalem to hurt peace process, heighten tensions",TRUE
Chilean president says Trump concerned about Venezuelan crisis,TRUE
"Fearing Trump torpedo, Europe scrambles to save Iran deal",TRUE
Merkel urges compromises as coalition talks enter final stretch,TRUE
Trump and Putin see eye to eye on many foreign policy aims: Foreign Minister,TRUE
Kremlin says Russia not accused in U.S. case against ex-Trump aides,TRUE
 Hannity Gets The ‘Snowflake’ Treatment After Melting Down Over Being Mocked In Satire Piece,FALSE
THE PLOT THICKENS: DEMOTED DOJ OFFICIAL’S WIFE Worked for Firm Responsible for anti-Trump Dossier During 2016 Election,FALSE
Soldiers on Harare streets as ruling party accuses Zimbabwe army chief of treason,TRUE
Trump 'disappointed' by Republican criticism of judge comments,TRUE
All eyes on the 'Crocodile' as Zimbabwe's Mugabe resigns,TRUE
Iran condemns U.S. decision to move embassy to Jerusalem,TRUE
" Ohio Republicans Create First Step To Privatizing Elections, Would Charge People To Keep Polls Open",FALSE
White House says cyber review to go beyond  2016 election,TRUE
Mike Pence warns of 'consequences' if Russia hacked emails,TRUE
 FBI: We Do Not Expect To Find Any Criminal Wrongdoing On Hillary Clinton’s Part,FALSE
" Derby Event Asks Crowd To Stand For Confederate Flag, Forcing Police Officer To Sit During National Anthem",FALSE
 “Big F*cking Deal”: 10 Huge Things Obama Did To Fix America You Never Hear About,FALSE
 Trump’s Gonna HATE This New Poll: More Americans Want Obama Back Than Want Him Now (DETAILS),FALSE
China's Communist Party says still talking to North Korean counterpart,TRUE
Targeting U.S. automaker signals possible China retaliation over Trump talk,TRUE
"Trump, Australia's Turnbull move to clear air after tense phone call",TRUE
 ‘I’m Very Angry’: Dems ‘Outraged’ With Comey After Details Revealed In Classified Briefing,FALSE
 Trump Supporters Terrorize An American Woman On The Subway For Wearing A Hijab,FALSE
 WATCH: Brian Stelter Slams Sean Hannity For His Disturbing Lies About Hillary Clinton (VIDEO),FALSE
Clinton leads Trump by 11 points in U.S. presidential race: Reuters/Ipsos,TRUE
"As Tillerson heads to Pakistan, Islamabad wary of deepening U.S.-India ties",TRUE
 New Analysis Shows Black Neighborhoods Excluded From Amazon Same Day Delivery,FALSE
Oil industry workers split between Trump and Clinton,TRUE
 Actress Salma Hayek Perfectly BURNS Trump For Confusing 9/11 With 7- Eleven (TWEET),FALSE
At least six die during Colombia protest over coca crop removal,TRUE
May's party suspends two EU lawmakers over Brexit vote,TRUE
" Watch Violently Unhinged Trump Supporter Go FULL Racist: ‘Go Cook My Burrito, B*tch!’",FALSE
China arrests Japanese citizen suspected of spying,TRUE
New York City plans largest-ever Election Day police presence,TRUE
 Conservative Activist Tells Milwaukee ‘Patriots’ To Shoot Black ‘Women And Children’ (VIDEO),FALSE
 Mexico’s Former President Unleashes Brutal Insults On Trump After Debate (TWEETS),FALSE
Young Catalan liberal rises in challenge to Rajoy's grip on Spanish power,TRUE
